AnimalType,AgeUponOutcome,Breed,Color,SexuponOutcome
1,1095,450,88,3
0,730,632,139,3
1,1825,156,353,2
0,365,640,216,2
1,240,125,329,2
1,60,317,289,2
1,730,1066,88,3
0,5475,922,104,2
1,150,459,130,3
1,60,314,289,2
1,150,450,36,2
0,730,640,296,3
1,365,450,289,0
1,365,681,38,2
0,2555,640,296,0
0,1095,640,296,3
0,1825,640,216,2
1,4015,504,194,3
1,1825,559,163,2
0,120,640,5,1
0,90,640,68,2
0,30,640,111,4
1,1095,830,226,3
0,14,640,111,4
1,5110,547,250,2
1,730,1197,36,2
0,730,640,86,3
1,365,1066,86,0
0,60,1251,140,0
0,730,632,5,0
1,365,61,130,3
1,3285,847,38,3
0,14,640,104,0
0,60,640,104,2
1,730,425,130,3
0,1825,640,104,3
0,150,632,38,2
1,730,1066,329,3
0,14,640,216,4
0,365,640,139,0
0,21,640,320,1
0,28,632,68,4
1,1460,847,88,1
1,730,111,307,3
1,60,847,289,1
1,1095,1066,320,2
1,730,696,25,3
0,60,640,63,3
0,365,640,86,0
1,1460,1066,353,2
0,30,945,104,1
1,60,450,353,0
1,2555,847,136,3
1,60,524,329,3
0,2190,640,111,3
0,365,640,111,1
0,5110,640,5,2
0,21,640,63,1
1,3650,930,318,2
0,30,640,111,1
1,365,847,5,3
1,240,1066,318,2
0,60,640,347,2
1,1460,463,130,2
0,35,640,111,0
1,730,504,329,1
0,1825,640,111,3
0,730,640,347,0
1,1460,450,307,3
1,365,27,329,2
1,365,1066,130,3
1,1095,565,177,2
1,60,696,226,3
0,60,640,104,2
0,1,640,5,4
1,365,449,307,3
1,2190,1236,204,3
0,30,640,68,1
1,365,890,38,3
1,3285,847,38,3
0,90,637,216,2
1,365,469,259,2
0,3,637,5,4
0,365,640,5,2
0,60,632,38,2
1,1095,763,317,2
1,300,548,289,2
1,1095,1116,320,3
1,365,853,38,2
0,210,640,332,3
0,30,640,291,0
1,1460,696,307,2
1,1095,986,274,2
0,28,640,38,1
0,365,640,296,0
0,1095,640,104,2
0,1460,637,111,2
1,60,1116,38,2
0,7,640,38,1
1,365,507,226,3
1,1460,1116,130,3
1,3650,1236,318,3
0,7,640,216,1
0,14,640,38,1
0,30,640,5,2
1,2920,517,88,2
0,90,640,104,2
1,365,307,320,3
1,730,450,204,3
1,1095,27,98,1
1,730,1066,89,0
1,365,547,114,4
1,1825,847,38,3
1,120,847,250,2
0,150,637,111,2
0,30,640,38,0
1,2555,923,318,3
1,730,1066,289,2
0,730,637,296,3
0,60,640,5,2
0,60,640,38,1
1,730,1247,250,2
1,730,1066,86,3
1,1460,733,206,2
1,90,847,5,3
1,120,1066,130,3
1,120,948,178,1
0,730,640,104,0
1,60,317,98,2
1,730,1236,5,3
1,2190,979,318,3
0,90,640,216,2
1,365,214,274,3
1,60,890,5,2
0,2190,640,104,3
0,2555,640,139,3
1,730,696,36,2
1,2190,1033,354,2
0,365,640,111,2
0,6,640,194,4
0,150,640,38,1
1,2190,179,38,2
0,60,640,63,2
1,180,988,274,0
1,1095,211,318,2
1,730,559,320,2
1,1460,446,289,2
1,2920,249,38,2
1,180,847,5,2
0,3,640,63,0
1,730,365,131,2
1,1460,737,250,2
0,60,640,150,2
1,2190,102,353,3
0,60,640,5,1
0,730,637,139,3
1,180,1146,131,1
1,730,881,131,2
0,4380,640,332,3
1,365,1066,38,1
0,60,640,111,3
0,30,640,38,1
1,2190,1196,33,2
1,1095,1066,38,3
1,90,167,329,0
0,90,632,5,2
1,730,504,5,2
1,1095,1116,38,3
0,60,640,104,2
1,270,1066,98,0
1,180,847,38,3
0,90,640,320,3
0,60,640,38,2
1,730,1066,329,0
1,3285,782,289,3
1,1095,1,38,3
0,60,637,111,2
0,365,640,68,0
1,2190,1066,165,3
0,21,640,104,4
0,21,640,41,0
1,365,1066,128,3
0,730,640,296,4
1,60,214,88,3
1,365,956,25,2
0,120,640,86,0
0,1460,640,38,2
0,21,640,195,1
0,3650,640,38,2
0,14,640,86,1
1,730,450,130,3
1,1095,1066,86,1
1,365,696,252,2
1,300,234,178,2
0,21,640,167,4
1,365,1373,194,3
0,0,640,104,4
0,365,640,5,3
1,1460,847,88,2
0,60,640,296,3
0,14,637,21,1
1,365,1065,38,3
1,240,559,289,2
1,365,1066,86,2
0,120,640,111,1
0,180,640,216,2
0,60,640,1,2
0,730,640,41,2
1,150,1197,36,2
0,60,640,5,0
0,1460,640,216,2
0,30,640,296,0
0,60,632,104,0
1,240,450,289,2
0,60,640,265,3
0,365,640,149,0
1,1460,450,25,2
0,365,640,296,3
0,365,640,38,0
0,90,640,296,3
1,60,695,89,2
0,365,637,111,0
0,28,640,104,4
1,3650,104,320,2
0,730,640,104,0
0,60,637,41,3
1,90,1066,165,1
0,120,640,104,0
0,21,640,139,0
1,28,235,130,0
1,270,1336,41,3
0,21,640,220,1
0,90,1251,186,2
1,1095,1066,86,2
1,300,1197,36,1
0,1,640,38,4
1,365,450,274,3
1,3650,306,88,2
0,120,639,324,3
1,365,1196,36,1
0,60,640,167,2
1,730,1066,88,1
1,1095,1066,10,2
1,180,214,130,3
0,60,640,111,3
1,30,847,38,3
0,3285,632,5,3
1,1095,1014,274,2
0,3,640,318,1
1,2190,450,38,3
1,1095,249,5,3
0,3650,1251,261,0
0,30,640,38,3
0,60,637,86,0
0,180,640,324,3
1,210,1066,38,0
0,2190,637,220,2
1,180,847,329,3
0,30,640,5,4
1,300,1069,38,1
0,4745,640,139,0
0,60,640,5,2
1,730,450,131,0
0,2,640,139,4
1,3285,449,358,3
0,60,640,5,2
0,1095,1059,38,3
0,730,637,5,3
0,365,640,339,2
1,150,349,318,1
1,90,1066,320,1
0,2555,636,38,2
0,60,1251,205,2
0,730,637,216,1
1,1095,407,99,1
0,60,640,38,3
0,60,640,167,3
0,14,640,5,0
1,300,1170,38,2
1,30,61,130,1
0,14,640,139,0
0,180,640,220,1
0,730,640,38,2
1,1095,1136,226,2
1,2190,424,353,3
0,60,640,111,2
1,730,846,5,2
1,730,1066,98,2
1,730,1262,38,2
1,365,249,38,2
0,240,640,63,4
0,1095,640,111,1
0,5110,640,220,2
1,1460,450,185,3
1,300,847,38,2
1,2555,1065,98,3
1,365,61,289,2
1,300,1066,324,3
0,60,640,104,3
1,60,1319,289,1
1,730,1066,86,2
0,365,640,104,4
0,60,640,38,2
1,730,407,320,2
1,4380,450,274,1
1,365,1066,86,2
0,2555,640,318,3
1,90,629,226,0
0,30,640,5,1
1,120,1091,38,2
1,3285,18,38,2
1,1095,878,307,2
0,2,640,104,1
0,60,640,5,2
1,270,1291,362,3
1,730,450,289,3
0,28,640,111,1
1,60,518,88,2
0,90,640,296,4
1,28,504,88,0
0,150,640,220,1
1,730,450,307,3
1,365,450,36,3
0,365,640,5,3
0,365,640,216,2
0,730,640,104,4
0,730,632,204,0
1,2190,924,318,2
0,90,640,111,3
1,2555,779,318,3
1,365,764,166,2
1,1825,125,346,2
1,270,1066,353,3
1,730,307,130,3
0,60,640,5,3
1,4015,857,5,3
1,365,696,278,2
0,730,640,104,1
0,4015,640,5,1
1,365,890,289,3
0,120,640,38,2
0,7,640,104,0
1,300,1116,289,3
0,730,640,5,3
0,120,640,143,3
1,2190,167,307,2
1,300,853,177,2
0,1095,640,139,3
0,60,640,5,2
1,730,1066,329,3
1,2920,846,289,3
1,90,1170,307,2
0,365,640,296,0
1,180,1066,38,3
1,365,890,353,2
1,730,1066,86,3
0,30,640,262,1
1,1095,1066,185,3
1,4015,1066,165,2
1,30,1136,329,1
0,28,637,104,0
1,2555,1365,84,2
1,1825,1186,250,3
0,365,640,5,3
1,1460,1066,88,2
0,730,640,220,2
1,1825,1066,165,3
1,180,847,38,3
1,210,364,131,3
1,365,1197,36,2
0,60,640,86,3
0,2190,1251,140,3
0,365,640,216,2
0,30,640,216,1
0,60,640,111,2
0,30,640,216,0
1,365,1066,98,3
1,730,559,88,1
1,365,811,353,2
0,180,640,5,2
0,60,639,220,2
0,60,632,291,3
1,300,1158,69,1
1,2555,1136,274,2
1,730,727,252,3
1,30,450,36,3
0,60,640,296,3
1,1460,450,88,3
1,4015,736,187,2
1,3650,450,307,3
1,60,847,166,1
0,150,640,63,0
0,7,640,324,4
1,365,450,329,2
0,90,640,111,0
1,730,1066,165,3
1,730,61,289,2
0,7,640,5,4
1,4745,449,289,2
1,2190,1146,250,3
1,1095,760,38,2
0,60,640,216,2
1,330,1066,130,3
1,2920,1138,131,3
0,365,640,104,3
0,21,640,104,0
1,150,878,276,2
1,730,696,276,2
1,365,74,165,3
0,2920,1251,211,3
1,730,869,250,2
0,14,640,216,1
0,120,640,38,2
0,180,640,104,4
0,730,640,86,4
1,365,1066,320,3
0,730,640,68,0
1,150,847,31,2
0,365,640,291,3
0,90,640,5,2
1,1825,1372,131,0
1,730,450,137,2
0,730,640,295,3
1,2555,27,318,2
0,365,640,5,0
0,60,637,111,3
1,180,234,86,3
0,365,640,41,4
1,1095,1223,38,2
1,14,450,88,0
0,1095,640,342,2
1,1460,1066,353,2
1,365,214,114,3
1,1825,280,281,2
0,21,640,204,1
1,60,847,358,3
0,365,640,168,2
1,4745,450,38,3
1,2920,1269,307,2
0,730,640,86,2
0,60,640,296,3
1,365,45,76,1
1,30,566,36,2
0,30,640,63,2
1,4745,811,329,2
0,90,640,38,0
1,1095,156,320,0
1,300,450,38,2
1,730,365,166,0
1,240,1066,38,3
1,730,167,307,2
1,60,988,5,2
1,365,438,38,3
0,60,640,38,3
1,365,351,318,2
1,730,1066,38,3
0,60,640,111,2
1,60,112,36,2
0,1095,640,216,1
1,1825,55,184,2
1,3650,1262,131,1
1,365,450,274,3
1,1095,847,89,1
1,1825,1014,250,3
1,365,407,185,2
1,1460,1336,185,3
0,2920,637,216,2
1,60,768,353,2
0,365,640,111,0
1,1460,695,114,2
1,240,1066,329,3
0,90,640,291,0
0,60,640,220,2
0,365,637,5,4
1,60,847,318,2
0,240,640,216,2
0,120,640,86,2
1,730,696,5,1
0,730,632,216,2
1,365,16,318,3
1,365,715,36,2
1,300,1066,204,2
1,365,1227,289,2
1,60,695,25,3
0,60,640,139,3
0,60,148,186,3
0,60,640,216,0
1,150,847,38,2
0,90,640,104,3
0,60,640,296,3
0,2190,632,260,2
0,21,640,111,4
0,7,640,63,4
0,28,640,41,1
1,730,124,230,1
0,90,640,104,3
0,90,640,168,1
0,365,640,291,0
1,1825,847,5,3
0,60,637,11,3
0,365,640,104,0
1,240,847,329,0
0,120,640,5,3
1,730,847,163,2
1,1825,962,2,2
0,365,640,5,3
1,1460,211,318,3
0,14,640,104,0
1,730,980,318,3
0,120,640,220,3
1,1095,696,254,2
1,60,1066,19,2
0,1825,640,86,3
0,180,637,265,0
1,730,1066,318,3
1,4380,450,318,2
1,30,855,307,2
1,120,1361,177,3
1,270,893,38,3
1,2,559,274,4
1,730,585,307,2
1,90,847,38,2
0,60,640,104,2
0,60,640,216,2
1,365,463,289,1
1,300,1014,318,1
0,60,640,216,2
1,150,696,36,0
1,240,112,130,1
0,2555,632,291,3
1,2190,847,130,3
1,730,125,48,2
0,30,640,5,0
1,1095,249,38,2
1,730,1066,38,2
1,365,846,281,3
0,14,640,111,1
0,730,640,104,2
1,2190,437,329,2
0,1460,637,5,1
1,60,907,276,2
0,21,1251,318,1
0,14,639,41,1
0,1095,639,63,1
0,730,640,111,3
0,90,640,38,0
1,1460,924,318,2
0,180,640,291,3
0,21,632,38,0
1,365,559,274,3
0,730,640,5,4
0,90,640,63,3
0,21,640,5,0
0,30,640,38,1
0,60,637,63,3
1,730,1291,130,3
0,6,640,38,1
1,1460,764,318,3
1,150,1136,226,3
0,365,640,5,0
0,365,637,139,3
1,1825,648,289,2
1,1460,1375,274,3
0,60,640,41,3
0,730,640,63,3
1,5110,800,89,0
1,1460,450,36,0
1,3285,979,318,2
1,730,980,5,2
1,1095,959,11,3
0,30,640,104,0
1,180,811,38,2
1,1460,438,166,2
1,90,450,274,2
1,365,1066,86,2
1,1460,449,289,3
1,1460,847,38,2
1,60,1378,307,3
1,4380,325,89,3
0,3285,640,104,2
0,4,640,216,4
0,14,640,104,4
1,730,355,329,1
1,730,450,250,3
1,365,450,25,2
0,60,640,41,2
1,300,1328,226,2
1,60,988,334,2
1,2190,307,88,3
1,5110,847,166,3
0,90,640,296,3
1,365,249,307,2
1,28,450,307,0
1,30,450,130,0
1,2190,897,88,2
0,120,640,111,2
1,730,1274,38,2
0,60,640,216,2
1,2555,1319,318,3
0,730,640,104,2
1,730,816,329,2
1,1,847,252,4
1,365,1197,33,2
1,240,980,5,2
0,730,640,296,3
1,365,980,204,2
1,30,1066,289,0
1,28,1197,36,0
0,1825,632,38,3
1,730,847,250,1
0,30,640,63,1
1,2190,696,36,2
1,270,1038,324,3
0,60,640,111,2
1,150,469,130,2
1,730,950,89,3
0,21,1250,205,1
1,1095,1144,89,3
1,4745,85,250,1
1,365,307,88,2
1,730,890,5,1
0,60,640,324,3
1,1460,156,289,2
0,3650,640,216,2
0,7,640,14,4
1,4380,980,31,2
0,21,640,63,1
1,1825,1066,185,2
1,60,890,38,3
0,7,640,211,4
1,2920,1146,38,3
1,5475,1319,5,1
0,14,640,68,4
1,90,61,329,2
1,1095,450,252,2
1,1825,125,250,3
0,120,640,38,3
0,60,640,68,2
1,1460,438,128,2
1,330,450,25,3
0,365,640,111,2
1,1095,450,250,3
0,60,640,220,2
1,240,438,274,2
0,90,640,5,2
1,120,450,250,3
1,1460,1193,88,2
0,2920,640,38,2
1,1460,1066,79,2
1,365,125,99,2
1,150,568,131,3
1,2190,1116,329,2
0,240,640,63,0
1,240,1066,324,1
0,90,640,104,3
1,730,1083,5,0
1,4380,1235,130,1
0,730,632,291,3
0,60,640,38,1
0,2190,640,216,1
0,730,640,5,0
0,21,640,104,4
0,7,640,139,0
0,30,640,68,3
0,210,640,216,2
1,90,249,329,4
0,1095,640,216,0
1,60,1174,26,2
0,150,640,111,3
0,1095,640,38,2
1,120,793,272,2
1,240,1007,318,2
1,30,450,88,1
1,365,696,276,3
1,1095,73,38,2
0,60,637,168,2
1,1460,407,89,3
1,210,695,253,2
1,1460,1136,289,3
1,365,1158,231,3
0,60,640,139,3
1,300,425,289,2
0,300,640,111,1
0,14,640,5,1
0,120,640,220,2
0,1095,640,139,3
1,730,407,98,2
0,60,640,41,3
1,1095,561,36,3
1,300,678,166,3
1,365,1341,25,2
1,730,755,274,3
1,2555,426,98,2
1,90,1066,89,4
0,3,640,63,1
0,30,640,104,0
0,60,637,59,2
1,120,811,346,3
1,2920,890,38,3
0,120,640,5,2
1,365,450,274,2
0,60,640,291,3
1,730,481,320,2
1,120,151,250,3
1,60,1049,130,2
1,2190,712,114,1
1,6,1170,318,1
1,730,1148,36,2
1,180,862,38,3
0,365,640,220,1
1,365,171,320,2
1,3285,307,329,3
1,5840,559,36,2
0,30,640,111,0
0,2920,640,5,2
0,2920,922,291,3
1,60,695,36,0
1,365,69,353,1
1,60,438,274,3
1,3650,924,318,3
0,14,640,220,1
0,730,640,139,3
1,730,1125,357,3
0,365,640,104,4
1,30,707,114,0
1,365,847,5,2
0,90,640,111,0
1,730,962,5,1
1,730,450,353,1
1,730,1048,259,2
0,14,640,216,1
1,730,1305,5,0
0,150,637,104,2
1,365,450,289,2
1,730,161,5,2
0,730,640,104,2
1,30,307,5,4
1,2920,847,88,2
0,30,640,86,1
0,120,637,5,3
1,5110,1049,252,3
1,730,1365,276,3
1,2920,438,38,2
1,1825,1318,318,2
1,730,361,114,3
0,365,640,220,2
1,365,1197,36,1
0,330,640,5,2
1,1460,1145,276,2
0,365,637,5,3
1,270,1111,26,2
0,365,640,216,2
0,60,640,38,1
1,60,112,362,3
1,365,1370,36,2
1,210,1196,25,1
1,1460,407,114,3
0,730,640,5,4
1,730,648,86,1
0,90,640,104,3
0,1825,640,38,2
1,180,847,130,3
1,365,60,179,2
1,1095,847,88,2
0,4745,637,295,0
1,30,74,88,1
1,365,450,307,2
1,365,853,289,3
1,365,853,130,2
1,2555,1077,88,0
0,30,640,216,2
0,60,1251,186,2
0,1095,640,5,2
1,3650,450,274,3
1,2555,232,226,2
0,120,640,111,2
1,365,55,38,3
0,120,640,104,2
1,2555,847,38,2
0,365,637,320,2
1,730,1197,36,2
0,6,640,5,0
0,1095,640,86,3
0,60,640,41,2
1,5110,695,252,2
1,300,1235,289,2
0,1460,640,296,3
0,90,640,68,1
0,730,640,104,1
0,3650,337,266,3
1,1460,450,289,3
1,730,1066,86,2
1,2555,134,250,3
1,365,365,318,2
0,14,640,296,0
1,730,1066,130,3
1,1460,450,36,2
0,60,640,68,1
0,30,640,296,0
1,730,1066,336,2
0,4745,632,111,2
1,2555,450,88,0
1,2555,1026,5,2
1,2920,450,226,1
1,300,847,358,2
0,60,640,5,1
0,1095,640,5,1
0,120,640,347,2
0,365,640,291,3
0,60,640,16,2
1,365,1066,329,3
1,1825,980,263,3
0,365,640,63,0
0,60,640,38,2
0,240,148,186,2
0,3,640,32,0
1,60,307,38,3
1,730,1066,98,2
0,4745,1251,260,2
1,60,847,5,0
1,90,1116,38,2
1,150,847,38,2
1,1460,811,320,2
0,14,640,104,4
1,365,450,329,2
0,150,640,216,2
0,1095,632,5,0
1,5840,450,320,3
1,2190,980,194,3
1,365,624,307,3
1,1460,450,5,1
0,120,637,104,0
0,3285,632,38,2
1,150,881,289,0
1,1095,923,318,2
1,1460,948,239,0
1,120,696,318,0
0,14,640,216,1
1,365,1066,38,0
0,7,640,35,1
1,1095,27,98,2
1,730,48,185,3
1,365,214,130,2
1,1095,1291,10,3
1,365,890,86,2
1,14,249,320,1
1,240,1066,250,3
0,730,640,216,1
0,14,640,5,1
1,120,847,38,0
1,730,407,37,2
0,60,640,68,2
0,21,640,139,0
0,150,640,318,2
1,365,1048,307,1
0,1095,639,5,1
1,1095,129,28,2
0,21,640,38,4
0,730,640,68,4
1,1095,847,5,2
1,240,847,130,2
1,330,351,330,0
0,14,640,38,1
1,730,1066,185,3
0,120,640,104,2
0,365,640,139,0
0,30,640,5,0
1,365,1066,38,2
0,365,640,111,4
0,4,640,318,4
0,1095,640,38,4
1,730,450,25,3
1,1095,1304,5,2
1,60,74,230,2
1,60,450,274,2
1,1095,450,289,3
1,60,561,320,1
1,1095,1034,329,2
1,365,351,38,2
0,1460,640,296,3
0,30,640,104,2
1,3285,517,25,3
0,210,640,104,3
1,730,559,274,0
1,5840,547,226,1
1,730,450,165,1
0,150,637,63,2
0,2190,640,111,2
0,2555,640,104,2
1,365,450,278,2
1,30,1066,38,2
1,1095,234,178,3
1,60,561,274,2
1,60,847,38,3
1,120,696,36,0
0,365,640,5,3
0,21,1251,186,0
0,120,1251,152,2
0,90,640,5,3
1,730,407,307,1
1,1825,597,37,2
1,2555,450,36,3
0,1460,640,291,3
1,150,348,98,1
1,365,1170,88,3
0,4380,1250,260,3
1,365,450,329,3
1,4380,167,38,3
1,2555,1091,5,2
0,21,640,216,4
1,730,1066,289,2
1,30,479,253,2
0,60,640,104,3
1,180,280,318,2
0,365,640,320,4
1,730,559,226,2
0,14,640,139,4
0,7,640,216,4
1,14,249,165,0
1,2190,696,25,3
1,2190,1066,250,3
1,365,376,241,2
0,60,1251,211,3
0,60,640,104,2
0,14,640,5,1
1,60,847,5,2
1,90,847,5,0
1,730,1197,36,3
1,60,696,36,3
1,1095,234,178,3
1,1095,1066,130,1
0,14,640,104,1
0,60,640,86,2
0,60,640,216,2
1,4745,847,358,1
1,60,696,36,2
1,2555,743,226,3
1,365,962,318,2
1,2190,450,31,3
0,180,640,167,2
0,2555,640,104,3
1,365,847,318,2
1,240,847,38,2
0,365,640,111,3
1,730,678,243,2
1,365,450,88,3
1,270,280,329,1
1,365,610,320,3
1,730,197,318,3
1,365,1066,357,2
0,7,640,216,1
1,730,847,25,2
1,60,847,38,3
0,1825,640,139,3
0,60,637,104,2
1,5475,962,194,1
1,2190,847,5,0
1,2555,449,25,2
0,730,640,296,3
1,1095,559,226,3
1,1095,1066,165,3
1,730,1066,130,3
1,300,1146,252,3
1,1095,1066,89,1
1,1825,438,130,0
1,365,696,5,3
1,180,695,114,0
1,730,450,239,2
0,2555,1251,260,2
0,365,640,5,1
0,21,640,38,0
1,730,1066,226,2
1,365,1066,41,2
1,1095,1066,86,2
1,730,585,25,2
1,120,730,89,3
1,3285,559,289,2
0,60,640,104,2
1,2920,847,5,3
1,730,1136,250,3
0,60,640,104,2
0,365,640,320,4
0,60,640,220,2
0,28,640,167,1
1,2190,847,5,3
1,180,306,289,0
1,30,816,130,3
1,365,548,114,3
0,60,640,38,3
0,150,640,5,2
1,120,1255,198,0
1,60,585,38,3
0,730,640,104,1
0,90,640,216,3
0,14,640,111,1
0,60,640,216,2
1,1095,307,289,3
1,120,249,130,3
0,1095,640,111,3
1,2555,847,5,3
0,60,945,5,2
0,730,640,38,2
0,4745,632,5,3
1,28,847,38,0
1,730,696,36,2
1,365,847,38,3
0,60,639,111,3
1,3650,846,318,2
0,90,640,104,2
0,730,640,5,4
0,3,640,104,4
1,120,191,38,0
1,1095,1170,307,1
0,150,640,216,2
1,1095,463,130,2
0,730,640,104,4
1,30,112,5,1
1,60,450,5,2
0,730,640,140,0
1,1825,412,307,2
0,30,640,41,3
1,4380,727,318,2
0,1095,637,291,3
1,270,754,103,3
0,365,640,139,0
1,1095,978,88,3
0,730,640,104,3
1,730,74,38,2
1,30,69,353,3
0,60,640,104,2
1,3650,1197,36,0
0,28,640,318,1
1,240,847,5,0
1,180,720,38,2
1,730,412,329,3
0,1095,631,139,3
1,365,1066,307,2
1,730,450,38,2
1,60,125,130,3
0,60,640,38,2
0,60,640,104,3
0,210,640,5,2
1,1460,1236,329,0
0,1825,631,41,2
0,365,640,104,0
1,150,438,307,3
1,730,450,250,2
0,90,640,104,1
1,4745,547,88,1
1,365,892,38,2
1,2920,847,38,2
1,1095,27,318,2
0,4015,632,104,2
1,150,307,185,3
0,90,640,220,2
0,60,639,111,0
0,1825,640,104,3
1,730,1291,26,3
1,90,1066,130,0
1,730,1066,165,3
1,180,198,114,2
1,1825,112,5,3
0,2190,632,220,2
0,240,640,5,1
1,730,1324,329,2
0,365,640,104,3
0,90,640,5,3
1,365,450,250,3
1,1825,450,274,3
1,730,1066,86,2
1,60,74,307,3
1,1460,1048,307,2
1,90,847,358,0
0,7,640,41,4
0,3650,640,320,0
1,1095,45,342,3
1,30,187,329,2
1,730,16,250,3
1,365,469,353,3
0,150,637,111,3
0,730,640,5,2
0,60,637,139,3
1,1095,847,250,2
0,60,640,296,0
1,365,1066,86,3
0,5110,640,343,3
1,365,1066,130,2
1,90,450,131,2
1,365,438,289,3
1,1095,764,318,3
1,2555,1066,318,3
0,30,639,324,1
1,365,1197,25,1
0,270,640,318,3
1,180,383,38,2
0,1460,1251,186,2
0,90,640,168,2
0,365,640,104,1
1,2190,1364,277,3
1,180,997,178,2
0,1460,1168,260,3
0,14,640,220,1
1,60,427,99,2
1,1095,1066,38,3
1,30,696,25,3
0,90,640,104,3
1,1095,1066,289,3
1,730,847,5,3
0,365,640,168,3
1,365,438,114,3
1,730,450,137,2
1,2190,125,128,3
1,365,1305,307,1
1,365,298,38,2
0,60,640,38,2
0,14,640,291,4
1,1825,696,318,2
0,90,640,220,3
1,2190,1264,329,3
1,4015,167,37,3
1,2920,450,243,1
1,365,450,274,2
1,730,450,285,0
0,365,640,291,0
1,365,559,88,2
1,730,249,38,3
0,365,640,104,2
0,60,640,5,2
1,365,681,38,0
0,3650,640,139,3
1,365,307,185,2
1,2555,909,353,2
0,730,640,291,0
0,60,640,104,3
1,365,125,318,2
1,1095,1066,329,2
0,90,640,38,3
1,1825,438,166,1
1,730,450,131,0
1,1095,847,358,2
1,1095,1324,307,2
0,1095,1059,5,3
1,4745,1230,187,2
1,30,1066,336,0
1,365,1232,226,3
1,365,730,320,2
1,1825,1336,150,3
0,730,640,38,2
0,120,637,5,2
1,730,1066,130,2
0,60,637,104,3
0,28,640,104,0
1,730,847,5,1
1,730,1066,38,3
1,2555,559,289,2
1,730,1290,38,3
0,30,640,296,0
1,1095,26,333,2
0,90,640,63,2
0,365,640,86,1
0,365,640,216,3
1,365,450,38,3
1,365,1066,78,2
0,730,640,139,3
0,60,632,5,3
1,365,847,38,2
0,365,640,38,3
1,365,1365,274,2
0,365,640,14,0
1,1825,125,259,3
1,730,1066,274,2
0,60,640,167,2
1,60,450,330,3
1,365,343,329,2
1,1460,608,226,2
0,60,640,318,3
0,730,1251,211,3
1,1460,450,131,2
0,150,640,220,2
1,120,847,88,2
1,2190,450,274,2
1,90,450,289,3
0,1460,640,63,3
1,60,1066,318,3
1,730,495,5,2
1,90,866,98,3
1,2555,980,5,2
1,365,1081,329,3
0,180,640,320,3
1,90,980,5,0
1,180,450,88,2
1,365,327,289,3
1,180,847,131,2
1,150,856,5,0
0,365,1251,211,1
1,60,214,226,2
0,240,637,38,3
0,365,1251,211,3
0,730,640,111,2
1,1095,1235,204,1
1,60,450,166,2
0,60,632,216,2
1,60,597,130,2
0,60,640,220,2
1,1460,1255,25,3
1,3285,450,36,3
0,120,640,5,2
1,1095,306,318,2
1,365,450,289,2
1,730,1066,38,3
1,1095,1105,89,3
1,3650,450,353,1
1,730,307,185,3
0,30,637,5,1
1,1095,559,38,3
1,300,559,36,2
0,180,640,220,3
1,60,133,36,3
1,150,847,150,3
1,60,131,259,2
0,4015,247,5,3
1,300,351,98,2
1,60,998,5,3
0,60,632,216,0
0,90,640,195,4
1,730,1274,318,2
1,1095,329,89,3
0,180,640,38,3
1,1825,754,38,3
1,730,847,364,0
1,730,1217,5,3
0,2190,640,111,3
0,1095,639,38,3
0,60,632,11,1
1,4015,1066,329,1
0,365,640,38,0
1,180,1291,130,3
0,60,640,68,2
0,730,640,167,2
1,5475,696,114,3
0,365,640,5,3
1,365,1066,86,2
0,1825,640,63,3
0,14,1251,186,4
1,3285,736,226,1
0,90,640,104,3
1,730,727,169,3
1,3650,307,88,3
1,2555,450,5,2
1,180,847,38,2
0,21,640,38,1
0,730,640,139,2
1,2555,802,318,3
1,365,450,36,2
1,1460,1066,274,2
1,365,469,165,3
1,120,538,38,0
1,2555,1146,114,2
0,120,640,104,0
1,365,450,289,2
1,60,936,317,3
1,1095,1066,88,2
0,14,640,111,4
0,21,640,296,0
1,365,1091,130,2
1,365,450,274,3
1,730,855,38,3
1,730,1136,131,3
1,60,60,226,3
0,730,632,216,2
0,730,1251,59,2
0,1095,640,5,2
0,730,640,296,3
1,30,862,307,3
0,1095,640,139,3
1,730,847,38,3
1,1095,680,226,3
1,30,696,88,0
0,60,1251,211,3
0,730,1251,140,0
0,4745,640,167,3
0,21,640,220,1
1,60,950,38,3
0,60,640,111,2
1,60,696,36,2
1,120,579,130,2
1,30,696,25,3
1,365,695,114,1
0,120,640,324,4
0,365,640,38,3
0,365,1271,260,3
0,6,640,216,1
0,90,640,216,2
1,1095,1066,318,0
0,730,640,168,1
0,90,640,111,3
1,60,1186,114,2
0,60,640,111,2
1,150,74,70,2
0,30,640,5,0
1,1095,1066,318,1
0,14,640,216,1
1,4745,1365,315,1
0,1095,640,318,2
0,120,640,5,2
1,730,450,88,0
1,730,1066,194,0
0,2555,640,5,2
0,2190,640,5,2
1,1460,847,150,2
1,3650,909,329,2
0,1095,1271,205,3
0,30,640,139,0
0,730,640,86,1
1,30,559,307,3
0,150,640,139,3
1,60,885,318,2
1,730,962,318,2
0,150,640,291,3
0,0,640,104,4
0,365,922,104,3
1,330,890,130,2
1,365,847,150,2
0,730,640,5,2
0,90,640,216,2
0,365,632,194,2
0,1095,640,104,2
1,365,436,88,2
0,1095,640,320,3
1,2,1066,86,1
1,730,847,5,2
1,4380,559,48,3
1,270,1066,185,0
1,730,811,318,2
